Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
wielkopolskie,303004,"Pyzdry, gm.",wrzesiński,5756,2707,2682,18,984,901,50,65,5,498,28,129,4
wielkopolskie,303005,"Września, gm.",wrzesiński,35400,19635,19498,174,5752,8561,464,237,22,3562,373,327,26
wielkopolskie,303101,"Złotów, m.",złotowski,15067,8337,8285,63,2056,4559,155,114,10,1132,101,87,8
wielkopolskie,303102,"Jastrowie, gm.",złotowski,9156,4327,4287,28,1019,2177,95,74,3,784,57,45,5
wielkopolskie,303103,"Krajenka, gm.",złotowski,5691,2902,2882,18,744,1457,43,74,9,440,37,56,4
wielkopolskie,303104,"Lipka, gm.",złotowski,4363,1969,1955,23,489,909,36,71,1,327,17,78,4
wielkopolskie,303105,"Okonek, gm.",złotowski,7152,3321,3290,13,720,1646,51,106,4,644,36,62,8
wielkopolskie,303106,"Tarnówka, gm.",złotowski,2500,1141,1130,4,300,548,10,50,2,187,10,16,3
wielkopolskie,303107,"Zakrzewo, gm.",złotowski,3784,2006,1997,25,565,947,28,98,3,226,32,71,2
wielkopolskie,303108,"Złotów, gm.",złotowski,7035,3055,3033,11,698,1511,53,132,3,431,32,157,5
wielkopolskie,306101,"Kalisz, m.",Kalisz,84759,49876,49579,303,14367,23518,1219,298,64,8594,715,377,124
wielkopolskie,306201,"Konin, m.",Konin,64090,38741,38503,226,13190,15354,762,233,37,7867,509,267,58
wielkopolskie,306301,"Leszno, m.",Leszno,50699,29543,29388,231,6841,15869,841,161,34,4701,431,229,50
wielkopolskie,306401,"Poznań, m.",Poznań,438617,287144,285043,2823,62647,169397,8307,1178,325,32738,5607,1644,377
zachodniopomorskie,320101,"Białogard, m.",białogardzki,19443,9988,9911,61,2287,5328,139,144,4,1771,107,50,20
zachodniopomorskie,320102,"Białogard, gm.",białogardzki,6149,2176,2132,13,438,1056,27,90,4,429,24,47,4
zachodniopomorskie,320103,"Karlino, gm.",białogardzki,7202,2782,2759,20,766,1284,58,82,3,460,43,32,11
zachodniopomorskie,320104,"Tychowo, gm.",białogardzki,5876,2439,2426,12,399,1401,30,104,4,420,15,36,5
zachodniopomorskie,320201,"Bierzwnik, gm.",choszczeński,3984,1577,1564,10,363,761,26,48,2,290,10,48,6
zachodniopomorskie,320202,"Choszczno, gm.",choszczeński,18240,8580,8529,54,1998,4236,179,169,13,1630,99,145,6
zachodniopomorskie,320203,"Drawno, gm.",choszczeński,4360,1845,1819,12,422,943,33,43,3,249,13,99,2
zachodniopomorskie,320204,"Krzęcin, gm.",choszczeński,3105,1043,1040,5,183,533,8,51,2,221,7,29,1
zachodniopomorskie,320205,"Pełczyce, gm.",choszczeński,6340,2447,2424,9,622,999,48,120,9,424,17,172,4
zachodniopomorskie,320206,"Recz, gm.",choszczeński,4562,1748,1730,3,493,743,37,57,3,299,21,70,4
zachodniopomorskie,320301,"Czaplinek, gm.",drawski,9517,4434,4390,24,1004,2282,80,106,3,781,49,60,1
zachodniopomorskie,320302,"Drawsko Pomorskie, gm.",drawski,13548,6474,6417,53,1442,3280,120,105,8,1257,80,63,9
zachodniopomorskie,320303,"Kalisz Pomorski, gm.",drawski,5790,2314,2287,18,474,1217,38,91,2,385,27,29,6
zachodniopomorskie,320304,"Ostrowice, gm.",drawski,2077,818,815,5,220,398,16,21,0,124,8,23,0
zachodniopomorskie,320305,"Wierzchowo, gm.",drawski,4121,1980,1940,12,337,1113,46,113,2,267,18,32,0
zachodniopomorskie,320306,"Złocieniec, gm.",drawski,12552,6268,6228,42,1695,2804,124,100,3,1311,67,72,10
zachodniopomorskie,320402,"Goleniów, gm.",goleniowski,27856,14881,14790,90,3269,7701,382,189,21,2711,226,173,28
zachodniopomorskie,320403,"Maszewo, gm.",goleniowski,6417,2762,2754,11,697,1270,56,97,3,520,33,63,4
zachodniopomorskie,320404,"Nowogard, gm.",goleniowski,20234,9878,9773,102,2188,4421,232,201,18,2263,121,207,20
zachodniopomorskie,320405,"Osina, gm.",goleniowski,2202,994,987,13,290,368,12,20,1,251,12,16,4
zachodniopomorskie,320406,"Przybiernów, gm.",goleniowski,4138,1688,1674,13,533,716,27,31,1,298,19,34,2
zachodniopomorskie,320407,"Stepnica, gm.",goleniowski,3833,1693,1686,12,292,919,35,28,5,338,17,38,2
zachodniopomorskie,320501,"Brojce, gm.",gryficki,2940,1121,1113,5,212,542,18,72,3,204,5,51,1
zachodniopomorskie,320502,"Gryfice, gm.",gryficki,19190,9680,9610,51,2073,4861,183,182,15,1966,118,149,12
zachodniopomorskie,320503,"Karnice, gm.",gryficki,3326,1516,1501,5,405,640,22,59,8,314,11,35,2
zachodniopomorskie,320504,"Płoty, gm.",gryficki,7525,3371,3347,21,769,1655,67,140,6,599,22,62,6
zachodniopomorskie,320507,"Rewal, gm.",gryficki,6572,5403,5385,44,1443,3056,73,36,6,618,62,43,4
zachodniopomorskie,320508,"Trzebiatów, gm.",gryficki,14131,6827,6773,41,1653,3397,98,102,8,1306,80,78,10
zachodniopomorskie,320601,"Banie, gm.",gryfiński,5187,2130,2108,10,570,933,36,77,5,403,21,51,2
zachodniopomorskie,320602,"Cedynia, gm.",gryfiński,3538,1296,1285,11,286,670,19,27,1,241,17,10,3
zachodniopomorskie,320603,"Chojna, gm.",gryfiński,11081,5112,5071,22,1377,2372,99,136,5,920,54,82,4
zachodniopomorskie,320604,"Gryfino, gm.",gryfiński,25159,13554,13419,75,3739,6125,465,127,13,2531,206,121,17
zachodniopomorskie,320605,"Mieszkowice, gm.",gryfiński,5868,2496,2472,27,759,1129,43,65,4,380,32,30,3
zachodniopomorskie,320606,"Moryń, gm.",gryfiński,3515,1473,1464,7,430,676,18,34,3,256,14,25,1
zachodniopomorskie,320607,"Stare Czarnowo, gm.",gryfiński,3009,1428,1410,3,387,602,27,56,2,283,20,25,5
zachodniopomorskie,320608,"Trzcińsko-Zdrój, gm.",gryfiński,4483,1781,1758,13,562,765,29,36,1,280,20,50,2
zachodniopomorskie,320609,"Widuchowa, gm.",gryfiński,4316,1757,1733,12,424,817,47,54,6,335,14,22,2
