Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
opolskie,160701,"Głuchołazy, gm.",nyski,21386,10241,10139,103,3307,4670,202,188,15,1393,132,106,23
opolskie,160702,"Kamiennik, gm.",nyski,2952,1289,1275,8,568,369,17,40,0,185,16,67,5
opolskie,160703,"Korfantów, gm.",nyski,7952,2931,2902,58,1131,1147,56,61,8,328,43,66,4
opolskie,160704,"Łambinowice, gm.",nyski,6229,2717,2688,28,925,1111,45,58,8,416,40,47,10
opolskie,160705,"Nysa, gm.",nyski,49214,25300,25114,268,8403,11300,726,302,29,3391,408,256,31
opolskie,160706,"Otmuchów, gm.",nyski,11594,5636,5582,65,2135,2133,100,136,7,804,84,110,8
opolskie,160707,"Paczków, gm.",nyski,10950,5210,5162,36,1892,2136,119,98,4,705,83,79,10
opolskie,160708,"Pakosławice, gm.",nyski,3042,1412,1393,21,640,462,21,46,1,158,13,28,3
opolskie,160709,"Skoroszyce, gm.",nyski,5144,2208,2183,22,853,781,40,60,3,348,13,59,4
opolskie,160801,"Dobrodzień, gm.",oleski,8271,2906,2862,76,601,1689,57,86,6,254,26,59,8
opolskie,160802,"Gorzów Śląski, gm.",oleski,6112,2133,2115,31,588,993,38,63,3,286,33,75,5
opolskie,160803,"Olesno, gm.",oleski,15080,6252,6207,187,1283,3553,153,115,4,687,108,98,19
opolskie,160804,"Praszka, gm.",oleski,11733,6161,6104,59,1848,2263,138,101,10,1443,75,146,21
opolskie,160805,"Radłów, gm.",oleski,3626,990,983,33,234,503,24,45,1,91,15,37,0
opolskie,160806,"Rudniki, gm.",oleski,6846,3216,3190,22,1115,1089,65,66,2,680,32,111,8
opolskie,160807,"Zębowice, gm.",oleski,3104,1060,1045,34,239,585,24,37,2,79,16,24,5
opolskie,160901,"Chrząstowice, gm.",opolski,5400,2171,2153,74,357,1393,57,55,4,140,50,23,0
opolskie,160902,"Dąbrowa, gm.",opolski,7582,3416,3381,86,679,2061,83,41,5,304,48,71,3
opolskie,160903,"Dobrzeń Wielki, gm.",opolski,11626,4743,4701,94,802,2974,152,63,10,413,107,81,5
opolskie,160904,"Komprachcice, gm.",opolski,8890,3742,3718,80,574,2454,102,51,10,357,41,37,12
opolskie,160905,"Łubniany, gm.",opolski,7692,2972,2954,67,376,2010,84,47,2,257,56,54,1
opolskie,160906,"Murów, gm.",opolski,4684,1684,1666,33,236,1138,38,18,1,146,24,25,7
opolskie,160907,"Niemodlin, gm.",opolski,10774,5026,4981,65,1474,2354,143,97,6,678,51,99,14
opolskie,160908,"Ozimek, gm.",opolski,17055,6612,6558,152,1299,3824,192,87,7,813,124,46,14
opolskie,160909,"Popielów, gm.",opolski,6886,2596,2567,60,615,1468,53,48,5,232,36,48,2
opolskie,160910,"Prószków, gm.",opolski,7852,3085,3034,110,517,1905,75,81,3,246,51,44,2
opolskie,160911,"Tarnów Opolski, gm.",opolski,7858,3062,3041,68,576,1920,89,54,5,250,41,28,10
opolskie,160912,"Tułowice, gm.",opolski,4366,2205,2185,30,567,1157,81,29,1,266,28,21,5
opolskie,160913,"Turawa, gm.",opolski,7796,3067,3041,67,451,1993,75,75,4,295,39,41,1
opolskie,161001,"Biała, gm.",prudnicki,9143,3209,3179,59,614,1887,63,132,4,298,47,70,5
opolskie,161002,"Głogówek, gm.",prudnicki,11201,4344,4317,70,1016,2341,114,171,6,485,44,66,4
opolskie,161003,"Lubrza, gm.",prudnicki,3592,1829,1809,31,622,759,47,60,1,207,31,45,6
opolskie,161004,"Prudnik, gm.",prudnicki,23309,11642,11542,172,4114,4988,281,147,20,1528,184,91,17
opolskie,161101,"Izbicko, gm.",strzelecki,4404,1689,1667,36,250,1082,40,43,1,164,16,34,1
opolskie,161102,"Jemielnica, gm.",strzelecki,5966,1878,1866,46,460,1082,49,46,0,139,16,17,11
opolskie,161103,"Kolonowskie, gm.",strzelecki,5122,1793,1767,84,389,1062,32,46,2,127,11,14,0
opolskie,161104,"Leśnica, gm.",strzelecki,6652,2596,2546,113,572,1440,47,45,1,234,43,49,2
opolskie,161105,"Strzelce Opolskie, gm.",strzelecki,27455,11925,11817,183,2270,7134,292,216,15,1424,145,117,21
opolskie,161106,"Ujazd, gm.",strzelecki,5079,2160,2133,44,522,1205,42,75,7,160,42,32,4
opolskie,161107,"Zawadzkie, gm.",strzelecki,10196,3928,3892,117,1146,1892,103,82,4,454,56,24,14
opolskie,166101,"Opole, m.",Opole,97794,58302,57961,741,11671,33971,1841,263,64,7853,1090,398,69
podkarpackie,180103,"Czarna, gm.",bieszczadzki,1931,867,865,6,357,298,15,27,2,103,10,47,0
podkarpackie,180105,"Lutowiska, gm.",bieszczadzki,1800,900,896,9,278,394,28,11,2,122,13,38,1
podkarpackie,180108,"Ustrzyki Dolne, gm.",bieszczadzki,14341,6513,6485,63,2579,2467,137,94,3,941,60,133,8
podkarpackie,180201,"Brzozów, gm.",brzozowski,20794,10801,10732,167,6673,2359,239,92,6,963,104,124,5
podkarpackie,180202,"Domaradz, gm.",brzozowski,4788,2482,2467,35,1723,329,31,32,2,250,16,46,3
podkarpackie,180203,"Dydnia, gm.",brzozowski,6537,3042,3021,31,1926,501,45,75,3,356,16,61,7
podkarpackie,180204,"Haczów, gm.",brzozowski,7354,3767,3747,68,2348,723,50,41,7,380,37,92,1
podkarpackie,180205,"Jasienica Rosielna, gm.",brzozowski,5756,3495,3481,70,2680,368,47,32,4,198,28,48,6
podkarpackie,180206,"Nozdrzec, gm.",brzozowski,6881,3332,3309,55,1841,906,38,50,3,282,24,108,2
podkarpackie,180301,"Dębica, m.",dębicki,38756,22442,22289,376,10439,7507,719,160,11,2561,324,166,26
podkarpackie,180302,"Brzostek, gm.",dębicki,10171,4944,4908,87,3402,756,57,126,7,344,31,90,8
podkarpackie,180303,"Czarna, gm.",dębicki,9898,5348,5301,77,3334,996,69,92,5,488,39,193,8
podkarpackie,180304,"Dębica, gm.",dębicki,18945,10237,10188,188,6250,2172,185,145,13,947,106,166,16
podkarpackie,180305,"Jodłowa, gm.",dębicki,4366,1894,1878,37,1293,280,20,50,2,114,9,67,6
podkarpackie,180306,"Pilzno, gm.",dębicki,13671,7446,7405,102,5085,1216,103,129,4,548,51,159,8
podkarpackie,180307,"Żyraków, gm.",dębicki,10569,5888,5845,73,3758,979,128,91,2,588,38,181,7
podkarpackie,180401,"Jarosław, m.",jarosławski,32437,17863,17766,360,8397,6009,483,133,14,1962,196,187,25
podkarpackie,180402,"Radymno, m.",jarosławski,4441,2421,2399,67,1259,657,61,22,1,257,28,44,3
podkarpackie,180403,"Chłopice, gm.",jarosławski,4499,2167,2151,30,1212,348,20,77,4,253,12,183,12
podkarpackie,180404,"Jarosław, gm.",jarosławski,10158,5165,5137,89,2957,1244,78,92,5,473,44,145,10
podkarpackie,180405,"Laszki, gm.",jarosławski,5498,2699,2682,37,1444,542,31,82,5,288,15,223,15
podkarpackie,180406,"Pawłosiów, gm.",jarosławski,6598,3573,3545,69,2127,750,56,70,3,314,28,119,9
podkarpackie,180407,"Pruchnik, gm.",jarosławski,7475,4126,4084,48,2907,552,40,77,5,305,21,124,5
podkarpackie,180408,"Radymno, gm.",jarosławski,8887,4345,4311,85,2598,801,76,112,2,367,28,234,8
podkarpackie,180409,"Rokietnica, gm.",jarosławski,3404,1564,1554,19,976,222,25,67,0,148,10,86,1
podkarpackie,180410,"Roźwienica, gm.",jarosławski,4918,2487,2466,25,1574,423,34,42,1,240,17,104,6
podkarpackie,180411,"Wiązownica, gm.",jarosławski,8859,5091,5058,63,3298,903,67,57,6,393,31,229,11
podkarpackie,180501,"Jasło, m.",jasielski,30639,16822,16699,237,7817,5712,502,101,24,1913,200,159,34
podkarpackie,180502,"Brzyska, gm.",jasielski,4907,2499,2480,34,1828,310,23,25,3,194,12,49,2
podkarpackie,180503,"Dębowiec, gm.",jasielski,6685,3472,3454,33,2378,579,45,47,2,262,23,80,5
podkarpackie,180504,"Jasło, gm.",jasielski,13067,7000,6933,104,4225,1498,138,109,2,671,56,118,12
podkarpackie,180505,"Kołaczyce, gm.",jasielski,6987,3542,3523,33,2367,631,58,50,5,273,17,81,8
podkarpackie,180506,"Krempna, gm.",jasielski,1651,765,760,6,352,223,13,27,1,77,4,57,0
podkarpackie,180507,"Nowy Żmigród, gm.",jasielski,7483,3901,3880,38,2567,626,52,43,2,292,25,229,6
podkarpackie,180508,"Osiek Jasielski, gm.",jasielski,4205,2097,2083,18,1436,315,32,25,2,153,28,74,0
podkarpackie,180509,"Skołyszyn, gm.",jasielski,9880,4738,4708,45,2598,1111,106,61,10,564,50,155,8
podkarpackie,180511,"Tarnowiec, gm.",jasielski,7310,3522,3476,43,2104,707,74,44,3,386,39,75,1
podkarpackie,180601,"Cmolas, gm.",kolbuszowski,6124,3220,3202,53,2240,458,41,35,5,234,25,104,7
podkarpackie,180602,"Kolbuszowa, gm.",kolbuszowski,19868,10410,10351,197,5927,2421,284,109,6,1090,118,181,18
podkarpackie,180603,"Majdan Królewski, gm.",kolbuszowski,7671,3914,3886,92,2763,558,49,25,2,275,48,67,7
podkarpackie,180604,"Niwiska, gm.",kolbuszowski,4545,2323,2299,40,1473,364,37,47,5,226,10,93,4
podkarpackie,180605,"Raniżów, gm.",kolbuszowski,5560,2918,2905,57,1955,440,59,51,3,225,23,87,5
podkarpackie,180606,"Dzikowiec, gm.",kolbuszowski,5116,2269,2251,46,1510,359,30,36,1,166,17,84,2
podkarpackie,180701,"Chorkówka, gm.",krośnieński,10446,5273,5247,39,3117,1208,93,63,8,562,35,115,7
podkarpackie,180702,"Dukla, gm.",krośnieński,11661,5449,5397,85,2953,1443,87,73,11,575,55,112,3
podkarpackie,180703,"Iwonicz-Zdrój, gm.",krośnieński,8741,4792,4770,103,2679,1262,104,48,11,414,45,98,6
podkarpackie,180704,"Jedlicze, gm.",krośnieński,12305,5880,5833,61,2891,1656,158,52,6,837,60,97,15
podkarpackie,180705,"Korczyna, gm.",krośnieński,8732,4550,4508,95,2580,1061,85,60,8,458,51,105,5
podkarpackie,180706,"Krościenko Wyżne, gm.",krośnieński,4128,2268,2250,50,1310,528,36,13,4,240,22,42,5
podkarpackie,180707,"Miejsce Piastowe, gm.",krośnieński,10610,5922,5883,98,3097,1686,161,62,8,615,48,94,14
podkarpackie,180708,"Rymanów, gm.",krośnieński,12868,7264,7219,112,4076,1831,154,102,4,694,59,177,10
podkarpackie,180709,"Wojaszówka, gm.",krośnieński,7313,3302,3281,34,1773,882,62,31,1,374,30,89,5
podkarpackie,180710,"Jaśliska, gm.",krośnieński,1638,732,728,11,440,135,9,22,1,73,6,30,1
podkarpackie,180801,"Leżajsk, m.",leżajski,12041,6695,6657,124,3403,1916,277,49,5,700,95,76,12
podkarpackie,180802,"Grodzisko Dolne, gm.",leżajski,6472,3594,3566,72,2449,576,46,50,1,218,36,113,5
podkarpackie,180803,"Kuryłówka, gm.",leżajski,4527,2291,2260,25,1367,414,36,58,5,230,16,107,2
podkarpackie,180804,"Leżajsk, gm.",leżajski,15367,8194,8149,112,5680,1201,86,141,8,617,64,233,7
podkarpackie,180805,"Nowa Sarzyna, gm.",leżajski,16893,9467,9416,107,7038,1287,195,81,6,524,56,117,5
podkarpackie,180901,"Lubaczów, m.",lubaczowski,10357,5289,5263,65,2156,1943,138,40,6,738,78,91,8
podkarpackie,180902,"Cieszanów, gm.",lubaczowski,6079,2906,2884,45,1371,743,53,62,2,324,29,250,5
podkarpackie,180903,"Horyniec-Zdrój, gm.",lubaczowski,4224,1957,1947,30,822,659,38,35,2,228,18,115,0
podkarpackie,180904,"Lubaczów, gm.",lubaczowski,7278,3140,3108,46,1728,687,48,84,1,330,21,159,4
podkarpackie,180905,"Narol, gm.",lubaczowski,6808,3147,3127,47,1715,710,62,73,6,330,23,155,6
podkarpackie,180906,"Oleszyce, gm.",lubaczowski,5274,2623,2603,52,1306,682,54,67,2,259,20,157,4
podkarpackie,180907,"Stary Dzików, gm.",lubaczowski,3682,1620,1606,26,905,239,31,72,4,194,4,130,1
podkarpackie,180908,"Wielkie Oczy, gm.",lubaczowski,3088,1544,1537,24,877,321,25,45,2,129,13,99,2
podkarpackie,181001,"Łańcut, m.",łańcucki,14647,8849,8818,216,4462,2772,242,32,8,844,123,108,11
podkarpackie,181002,"Białobrzegi, gm.",łańcucki,6384,3415,3395,112,2109,650,63,45,7,252,44,107,6
podkarpackie,181003,"Czarna, gm.",łańcucki,8592,5146,5116,110,3491,862,94,76,0,355,50,63,15
podkarpackie,181004,"Łańcut, gm.",łańcucki,16261,9808,9746,241,6310,1852,213,85,12,711,101,208,13
podkarpackie,181005,"Markowa, gm.",łańcucki,5182,2730,2709,51,1772,419,57,33,5,211,31,128,2
podkarpackie,181006,"Rakszawa, gm.",łańcucki,5574,3212,3188,52,2238,517,49,31,4,186,33,74,4
podkarpackie,181007,"Żołynia, gm.",łańcucki,5315,2976,2963,52,1848,597,31,41,1,246,26,114,7
podkarpackie,181101,"Mielec, m.",mielecki,50422,28250,28131,355,12778,9359,881,131,36,3792,421,323,55
podkarpackie,181102,"Borowa, gm.",mielecki,4409,2375,2355,22,1255,464,28,54,1,298,21,208,4
podkarpackie,181103,"Czermin, gm.",mielecki,5288,2451,2432,40,1437,407,27,96,1,272,19,124,9
podkarpackie,181104,"Gawłuszowice, gm.",mielecki,2223,1214,1204,14,738,169,16,38,2,129,9,89,0
podkarpackie,181105,"Mielec, gm.",mielecki,9847,5273,5238,78,3070,1192,101,81,7,509,53,140,7
podkarpackie,181106,"Padew Narodowa, gm.",mielecki,4297,2384,2360,18,1571,275,25,36,4,230,20,175,6
podkarpackie,181107,"Przecław, gm.",mielecki,8664,4387,4361,60,2930,711,55,73,8,389,39,92,4
podkarpackie,181108,"Radomyśl Wielki, gm.",mielecki,10582,5205,5167,45,3340,791,54,142,6,540,52,185,12
podkarpackie,181109,"Tuszów Narodowy, gm.",mielecki,5998,3544,3518,48,2472,486,36,37,1,294,20,122,2
podkarpackie,181110,"Wadowice Górne, gm.",mielecki,5592,2786,2773,31,1805,317,20,48,4,280,17,247,4
podkarpackie,181201,"Harasiuki, gm.",niżański,4996,2272,2259,27,1396,341,27,77,5,270,15,98,3
podkarpackie,181202,"Jarocin, gm.",niżański,4354,1796,1780,21,1006,340,35,43,4,248,14,64,5
podkarpackie,181203,"Jeżowe, gm.",niżański,7575,4394,4369,66,3548,329,49,38,3,195,18,119,4
podkarpackie,181204,"Krzeszów, gm.",niżański,3483,1604,1597,12,1034,241,27,28,5,167,12,69,2
podkarpackie,181205,"Nisko, gm.",niżański,18231,9189,9110,175,4782,2322,325,106,10,1146,127,107,10
podkarpackie,181206,"Rudnik nad Sanem, gm.",niżański,8261,3858,3837,51,2048,1033,126,32,3,429,54,54,7
podkarpackie,181207,"Ulanów, gm.",niżański,6984,3224,3198,52,1906,629,71,71,5,336,38,89,1
podkarpackie,181301,"Bircza, gm.",przemyski,5337,2490,2474,22,1483,606,21,48,0,219,15,55,5
podkarpackie,181302,"Dubiecko, gm.",przemyski,7611,3256,3226,54,1753,796,55,101,2,343,29,88,5
podkarpackie,181303,"Fredropol, gm.",przemyski,4406,1895,1879,26,817,610,31,52,2,266,12,63,0
podkarpackie,181304,"Krasiczyn, gm.",przemyski,3761,1787,1767,24,824,584,32,40,0,198,25,39,1
podkarpackie,181305,"Krzywcza, gm.",przemyski,3941,1772,1745,34,1100,365,27,33,0,147,3,35,1
podkarpackie,181306,"Medyka, gm.",przemyski,5112,2629,2600,42,1399,733,56,63,2,253,16,33,3
podkarpackie,181307,"Orły, gm.",przemyski,6659,3335,3312,68,1753,840,64,68,1,330,15,172,1
podkarpackie,181308,"Przemyśl, gm.",przemyski,7594,3718,3704,48,1812,1161,83,61,10,425,35,64,5
podkarpackie,181309,"Stubno, gm.",przemyski,3151,1262,1255,31,522,382,25,59,1,175,6,52,2
podkarpackie,181310,"Żurawica, gm.",przemyski,10064,5273,5224,118,2766,1401,90,120,1,596,35,91,6
podkarpackie,181401,"Przeworsk, m.",przeworski,13080,7441,7398,135,3788,2171,241,43,0,823,85,98,14
podkarpackie,181402,"Adamówka, gm.",przeworski,3304,1492,1481,17,805,341,14,28,1,152,13,110,0
podkarpackie,181403,"Gać, gm.",przeworski,3638,1854,1839,36,1041,343,37,24,1,211,14,126,6
podkarpackie,181404,"Jawornik Polski, gm.",przeworski,3825,1772,1755,23,971,421,14,38,4,193,12,76,3
podkarpackie,181405,"Kańczuga, gm.",przeworski,10148,4428,4401,52,2200,1127,86,112,3,616,27,166,12
podkarpackie,181406,"Przeworsk, gm.",przeworski,11499,6420,6387,105,4428,977,78,92,4,479,52,158,14
podkarpackie,181407,"Sieniawa, gm.",przeworski,5484,2713,2698,28,1331,724,41,81,3,304,25,161,0
podkarpackie,181408,"Tryńcza, gm.",przeworski,6383,3300,3271,60,2220,477,36,76,4,290,19,86,3
podkarpackie,181409,"Zarzecze, gm.",przeworski,5623,2923,2901,41,1590,519,48,59,3,347,24,269,1
podkarpackie,181501,"Iwierzyce, gm.",ropczycko-sędziszowski,5812,3456,3431,53,2401,465,79,65,1,245,25,92,5
podkarpackie,181502,"Ostrów, gm.",ropczycko-sędziszowski,5398,2602,2580,32,1719,406,35,53,4,235,20,64,12
podkarpackie,181503,"Ropczyce, gm.",ropczycko-sędziszowski,20665,11593,11490,173,7351,2084,238,148,25,958,95,400,18
podkarpackie,181504,"Sędziszów Małopolski, gm.",ropczycko-sędziszowski,18294,11033,10957,224,7600,1795,202,104,11,739,89,184,9
podkarpackie,181505,"Wielopole Skrzyńskie, gm.",ropczycko-sędziszowski,6483,3336,3315,39,2293,404,66,105,3,227,21,154,3
podkarpackie,181601,"Dynów, m.",rzeszowski,4995,2745,2728,34,1572,662,39,28,3,310,33,45,2
podkarpackie,181602,"Błażowa, gm.",rzeszowski,8493,4655,4612,100,2980,821,71,60,13,395,27,139,6
podkarpackie,181603,"Boguchwała, gm.",rzeszowski,14714,9144,9103,141,5479,2158,266,86,10,724,99,127,13
podkarpackie,181604,"Chmielnik, gm.",rzeszowski,5056,2964,2945,53,1884,560,50,44,5,257,23,66,3
podkarpackie,181605,"Dynów, gm.",rzeszowski,5651,2530,2522,24,1594,470,21,67,6,242,26,69,3
podkarpackie,181606,"Głogów Małopolski, gm.",rzeszowski,14201,8777,8718,143,4953,2123,219,146,13,796,113,202,10
podkarpackie,181607,"Hyżne, gm.",rzeszowski,5319,3214,3199,28,2331,472,53,44,4,167,29,63,8
podkarpackie,181608,"Kamień, gm.",rzeszowski,5374,2928,2896,47,2211,339,31,36,2,145,15,66,4
podkarpackie,181609,"Krasne, gm.",rzeszowski,7855,5051,5010,112,2841,1349,101,74,9,370,64,84,6
podkarpackie,181610,"Lubenia, gm.",rzeszowski,5190,2993,2970,31,1981,581,62,31,2,211,24,42,5
podkarpackie,181611,"Sokołów Małopolski, gm.",rzeszowski,12961,7390,7353,147,5129,1121,147,116,12,486,52,132,11
podkarpackie,181612,"Świlcza, gm.",rzeszowski,12258,7299,7241,107,4288,1691,206,66,8,627,87,147,14
podkarpackie,181613,"Trzebownisko, gm.",rzeszowski,15131,9335,9284,201,5405,2244,255,80,9,814,108,156,12
podkarpackie,181614,"Tyczyn, gm.",rzeszowski,8410,4964,4938,73,3135,1054,111,41,5,406,55,55,3
podkarpackie,181701,"Sanok, m.",sanocki,32293,17114,17008,242,6748,6735,457,89,16,2304,249,147,21
podkarpackie,181702,"Besko, gm.",sanocki,3380,1482,1463,18,879,306,26,21,6,150,15,37,5
podkarpackie,181703,"Bukowsko, gm.",sanocki,4166,2028,2015,34,991,526,36,52,1,268,15,90,2
podkarpackie,181704,"Komańcza, gm.",sanocki,4845,1907,1892,14,433,1001,33,58,2,281,16,54,0
podkarpackie,181705,"Sanok, gm.",sanocki,13500,6408,6362,104,3732,1406,109,95,4,650,68,183,11
podkarpackie,181706,"Tyrawa Wołoska, gm.",sanocki,1507,647,644,7,341,188,13,14,0,69,3,7,2
podkarpackie,181707,"Zagórz, gm.",sanocki,10306,4954,4926,52,2561,1499,88,51,4,496,52,117,6
podkarpackie,181708,"Zarszyn, gm.",sanocki,7342,3401,3359,56,1477,985,79,75,2,510,40,125,10
podkarpackie,181801,"Stalowa Wola, m.",stalowowolski,52913,28713,28561,375,12967,9516,1078,143,30,3837,364,205,46
podkarpackie,181802,"Bojanów, gm.",stalowowolski,5600,2779,2741,30,1968,386,44,31,1,195,22,61,3
podkarpackie,181803,"Pysznica, gm.",stalowowolski,7865,3764,3750,30,2320,784,115,42,4,350,35,68,2
podkarpackie,181804,"Radomyśl nad Sanem, gm.",stalowowolski,5886,2654,2641,26,1475,570,44,35,3,363,37,82,6
podkarpackie,181805,"Zaklików, gm.",stalowowolski,7012,3266,3248,26,1605,888,62,56,4,441,36,118,12
podkarpackie,181806,"Zaleszany, gm.",stalowowolski,8659,4255,4225,40,2315,998,93,86,5,538,40,107,3
podkarpackie,181901,"Czudec, gm.",strzyżowski,9151,5237,5206,116,3352,995,105,35,11,386,56,141,9
podkarpackie,181902,"Frysztak, gm.",strzyżowski,8231,4012,3983,52,2355,834,118,77,2,375,40,119,11
podkarpackie,181903,"Niebylec, gm.",strzyżowski,8476,4821,4800,75,3137,757,98,75,4,420,34,192,8
podkarpackie,181904,"Strzyżów, gm.",strzyżowski,16791,8451,8395,108,4725,2084,149,119,17,889,85,206,13
podkarpackie,181905,"Wiśniowa, gm.",strzyżowski,6645,3471,3447,65,2154,598,58,57,7,330,42,128,8
podkarpackie,182001,"Baranów Sandomierski, gm.",tarnobrzeski,9670,5100,5043,64,3144,1026,103,70,10,425,47,139,15
podkarpackie,182002,"Gorzyce, gm.",tarnobrzeski,10783,4487,4445,42,2045,1203,84,68,9,828,53,104,9
podkarpackie,182003,"Grębów, gm.",tarnobrzeski,7679,3427,3394,32,1976,710,38,94,1,405,25,107,6
podkarpackie,182004,"Nowa Dęba, gm.",tarnobrzeski,15537,7807,7749,100,4006,2239,200,69,5,916,81,121,12
podkarpackie,182101,"Baligród, gm.",leski,2599,1237,1230,16,633,366,28,28,1,114,7,37,0
podkarpackie,182102,"Cisna, gm.",leski,1504,875,868,5,237,424,29,12,2,120,18,21,0
podkarpackie,182103,"Lesko, gm.",leski,9606,4645,4622,83,2192,1511,88,50,4,549,50,89,6
podkarpackie,182104,"Olszanica, gm.",leski,4673,2233,2209,27,971,746,41,64,5,284,18,50,3
podkarpackie,182105,"Solina, gm.",leski,4830,2745,2729,22,1328,891,47,53,0,290,39,52,7
podkarpackie,186101,"Krosno, m.",Krosno,38801,22159,22053,314,9003,8441,782,119,28,2876,271,185,34
podkarpackie,186201,"Przemyśl, m.",Przemyśl,53093,29402,29230,518,11553,12037,706,196,39,3675,300,161,45
podkarpackie,186301,"Rzeszów, m.",Rzeszów,140362,89167,88676,1722,35475,34496,3307,404,125,10755,1453,804,135
podkarpackie,186401,"Tarnobrzeg, m.",Tarnobrzeg,39552,21630,21463,182,8024,8759,569,158,25,3235,277,194,40
podlaskie,200101,"Augustów, m.",augustowski,24386,13036,12938,165,5125,5345,358,144,10,1382,200,188,21
podlaskie,200102,"Augustów, gm.",augustowski,5268,2226,2206,24,1027,600,32,118,1,195,20,183,6
podlaskie,200103,"Bargłów Kościelny, gm.",augustowski,4595,1710,1706,23,730,512,20,97,1,161,15,144,3
podlaskie,200104,"Lipsk, gm.",augustowski,4636,1939,1914,30,730,606,34,82,1,290,9,121,11
podlaskie,200105,"Nowinka, gm.",augustowski,2394,1272,1258,23,566,445,24,45,2,111,11,31,0
podlaskie,200106,"Płaska, gm.",augustowski,2242,1136,1119,11,409,518,9,24,0,114,11,23,0
podlaskie,200107,"Sztabin, gm.",augustowski,4444,1910,1897,29,788,632,20,114,1,189,11,112,1
podlaskie,200201,"Choroszcz, gm.",białostocki,11339,6098,6064,74,3018,2037,128,79,8,546,77,87,10
podlaskie,200202,"Czarna Białostocka, gm.",białostocki,9276,4587,4549,33,1936,1781,119,44,5,503,58,62,8
podlaskie,200203,"Dobrzyniewo Duże, gm.",białostocki,6587,3312,3288,42,1549,1116,62,63,0,308,45,101,2
podlaskie,200204,"Gródek, gm.",białostocki,4824,2025,2010,2,258,1270,40,25,2,384,11,17,1
podlaskie,200205,"Juchnowiec Kościelny, gm.",białostocki,10869,6100,6070,90,2900,2087,167,62,7,601,72,74,10
podlaskie,200206,"Łapy, gm.",białostocki,18486,10298,10231,174,6372,2423,198,92,3,702,112,146,9
podlaskie,200207,"Michałowo, gm.",białostocki,6113,2578,2551,23,580,1342,49,56,7,402,14,69,9
podlaskie,200208,"Poświętne, gm.",białostocki,2989,1617,1603,22,1186,191,17,33,4,91,10,46,3
podlaskie,200209,"Supraśl, gm.",białostocki,10516,6006,5984,46,1857,2931,191,54,4,739,84,71,7
podlaskie,200210,"Suraż, gm.",białostocki,1628,910,899,8,589,164,9,26,2,62,12,27,0
podlaskie,200211,"Turośń Kościelna, gm.",białostocki,4313,2422,2409,32,1314,717,40,35,4,182,35,46,4
podlaskie,200212,"Tykocin, gm.",białostocki,5301,2569,2556,21,1747,406,27,60,1,147,17,126,4
podlaskie,200213,"Wasilków, gm.",białostocki,10708,5865,5821,56,2366,2489,151,34,2,558,87,71,7
podlaskie,200214,"Zabłudów, gm.",białostocki,7075,3298,3253,40,1398,1195,67,63,0,376,33,80,1
podlaskie,200215,"Zawady, gm.",białostocki,2383,1178,1175,4,890,135,11,45,1,40,0,49,0
podlaskie,200301,"Bielsk Podlaski, m.",bielski,22148,11436,11366,81,2968,5415,235,109,5,2332,107,101,13
podlaskie,200302,"Brańsk, m.",bielski,3106,1865,1838,30,1297,341,19,24,0,90,6,30,1
podlaskie,200303,"Bielsk Podlaski, gm.",bielski,6194,2401,2391,10,700,1097,31,95,1,404,12,40,1
podlaskie,200304,"Boćki, gm.",bielski,3984,1755,1740,27,998,415,15,55,0,169,10,48,3
podlaskie,200305,"Brańsk, gm.",bielski,5135,3106,3071,21,2537,230,13,68,4,86,11,100,1
podlaskie,200306,"Orla, gm.",bielski,2800,1138,1128,4,45,710,18,75,1,251,2,18,4
podlaskie,200307,"Rudka, gm.",bielski,1648,880,871,11,570,194,4,19,0,50,4,19,0
podlaskie,200308,"Wyszki, gm.",bielski,3952,2133,2113,34,1539,281,17,45,1,105,7,83,1
podlaskie,200401,"Grajewo, m.",grajewski,17771,8498,8438,67,3826,2970,182,71,7,1059,121,122,13
podlaskie,200402,"Grajewo, gm.",grajewski,4679,1964,1955,11,1035,428,19,82,1,186,19,172,2
podlaskie,200403,"Radziłów, gm.",grajewski,4243,1852,1840,12,1281,238,19,107,1,97,7,77,1
podlaskie,200404,"Rajgród, gm.",grajewski,4506,1885,1875,19,749,642,30,72,4,251,13,95,0
podlaskie,200405,"Szczuczyn, gm.",grajewski,5241,2272,2247,13,1225,538,30,78,0,247,12,100,4
podlaskie,200406,"Wąsosz, gm.",grajewski,3119,1393,1391,12,848,268,14,51,3,99,8,88,0
podlaskie,200501,"Hajnówka, m.",hajnowski,18921,9515,9439,42,1287,5517,195,141,13,2027,83,120,14
podlaskie,200502,"Białowieża, gm.",hajnowski,2093,1035,1027,6,144,648,25,9,1,167,10,15,2
podlaskie,200503,"Czeremcha, gm.",hajnowski,3037,1385,1375,7,160,767,28,46,2,318,12,35,0
podlaskie,200504,"Czyże, gm.",hajnowski,2139,866,855,2,25,543,16,49,2,174,0,44,0
