Code,Gmina,Voivodeship,registered_voters,ballots_cast,valid_votes,duda,komorowski
180404,gm. Jarosław,podkarpackie,10322,5592,5536,4091,1445
180405,gm. Laszki,podkarpackie,5505,2873,2839,2048,791
180406,gm. Pawłosiów,podkarpackie,6790,3921,3884,2883,1001
180407,gm. Pruchnik,podkarpackie,7730,4452,4398,3787,611
180408,gm. Radymno,podkarpackie,8942,4758,4702,3637,1065
180409,gm. Rokietnica,podkarpackie,3520,1839,1809,1505,304
180410,gm. Roźwienica,podkarpackie,4968,2721,2692,2094,598
180411,gm. Wiązownica,podkarpackie,9080,5385,5317,4260,1057
180501,m. Jasło,podkarpackie,29625,16380,16181,10316,5865
180502,gm. Brzyska,podkarpackie,5083,2847,2814,2473,341
180503,gm. Dębowiec,podkarpackie,6771,3778,3759,3083,676
180504,gm. Jasło,podkarpackie,13373,7595,7520,5921,1599
180505,gm. Kołaczyce,podkarpackie,7061,3892,3883,3208,675
180506,gm. Krempna,podkarpackie,1584,732,721,469,252
180507,gm. Nowy Żmigród,podkarpackie,7516,4267,4239,3426,813
180508,gm. Osiek Jasielski,podkarpackie,4262,2262,2246,1907,339
180509,gm. Skołyszyn,podkarpackie,10028,5476,5422,4023,1399
180511,gm. Tarnowiec,podkarpackie,7460,4120,4078,3162,916
180601,gm. Cmolas,podkarpackie,6253,3263,3214,2731,483
180602,gm. Kolbuszowa,podkarpackie,19753,10607,10450,7808,2642
180603,gm. Majdan Królewski,podkarpackie,7779,4073,4024,3475,549
180604,gm. Niwiska,podkarpackie,4614,2571,2547,2096,451
180605,gm. Raniżów,podkarpackie,5608,3172,3117,2597,520
180606,gm. Dzikowiec,podkarpackie,5113,2482,2447,2074,373
180701,gm. Chorkówka,podkarpackie,10594,5768,5728,4243,1485
180702,gm. Dukla,podkarpackie,11710,6038,5984,4356,1628
180703,gm. Iwonicz-Zdrój,podkarpackie,9412,5555,5501,3996,1505
180704,gm. Jedlicze,podkarpackie,12333,6419,6359,4494,1865
180705,gm. Korczyna,podkarpackie,8909,4883,4810,3583,1227
180706,gm. Krościenko Wyżne,podkarpackie,4323,2573,2545,1899,646
180707,gm. Miejsce Piastowe,podkarpackie,10878,6303,6247,4448,1799
180708,gm. Rymanów,podkarpackie,13590,7732,7659,5631,2028
180709,gm. Wojaszówka,podkarpackie,7384,3786,3740,2636,1104
180710,gm. Jaśliska,podkarpackie,1593,814,805,634,171
180801,m. Leżajsk,podkarpackie,11725,6453,6379,4451,1928
180802,gm. Grodzisko Dolne,podkarpackie,6483,3834,3807,3222,585
180803,gm. Kuryłówka,podkarpackie,4556,2363,2336,1851,485
180804,gm. Leżajsk,podkarpackie,15638,8623,8545,7277,1268
180805,gm. Nowa Sarzyna,podkarpackie,16753,9663,9578,8298,1280
180901,m. Lubaczów,podkarpackie,10151,5279,5196,3130,2066
180902,gm. Cieszanów,podkarpackie,6027,2897,2871,2033,838
180903,gm. Horyniec-Zdrój,podkarpackie,4384,2189,2162,1415,747
180904,gm. Lubaczów,podkarpackie,7371,3565,3529,2658,871
180905,gm. Narol,podkarpackie,6677,3156,3117,2253,864
180906,gm. Oleszyce,podkarpackie,5250,2815,2778,1969,809
180907,gm. Stary Dzików,podkarpackie,3629,1810,1800,1377,423
180908,gm. Wielkie Oczy,podkarpackie,3027,1605,1578,1140,438
181001,m. Łańcut,podkarpackie,14586,8897,8816,5954,2862
181002,gm. Białobrzegi,podkarpackie,6617,3830,3795,3104,691
181003,gm. Czarna,podkarpackie,8966,5533,5482,4620,862
181004,gm. Łańcut,podkarpackie,16649,10580,10481,8522,1959
181005,gm. Markowa,podkarpackie,5230,3048,3015,2562,453
181006,gm. Rakszawa,podkarpackie,5693,3410,3378,2881,497
181007,gm. Żołynia,podkarpackie,5416,3100,3080,2410,670
181101,m. Mielec,podkarpackie,49123,27634,27260,17778,9482
181102,gm. Borowa,podkarpackie,4483,2504,2471,1846,625
181103,gm. Czermin,podkarpackie,5503,2949,2917,2341,576
181104,gm. Gawłuszowice,podkarpackie,2207,1294,1276,1046,230
181105,gm. Mielec,podkarpackie,10277,5941,5864,4460,1404
181106,gm. Padew Narodowa,podkarpackie,4244,2410,2381,1940,441
181107,gm. Przecław,podkarpackie,8997,5004,4961,4067,894
181108,gm. Radomyśl Wielki,podkarpackie,10959,5766,5690,4501,1189
181109,gm. Tuszów Narodowy,podkarpackie,6234,3827,3784,3149,635
181110,gm. Wadowice Górne,podkarpackie,5815,3141,3115,2507,608
181201,gm. Harasiuki,podkarpackie,5049,2465,2432,1993,439
181202,gm. Jarocin,podkarpackie,4377,2048,2024,1596,428
181203,gm. Jeżowe,podkarpackie,7771,4566,4518,4149,369
181204,gm. Krzeszów,podkarpackie,3462,1714,1684,1404,280
181205,gm. Nisko,podkarpackie,18106,9459,9320,6834,2486
181206,gm. Rudnik nad Sanem,podkarpackie,8268,4082,4001,2922,1079
181207,gm. Ulanów,podkarpackie,6942,3311,3262,2629,633
181301,gm. Bircza,podkarpackie,5463,2621,2597,1919,678
181302,gm. Dubiecko,podkarpackie,7552,3646,3605,2641,964
181303,gm. Fredropol,podkarpackie,4484,2248,2218,1477,741
181304,gm. Krasiczyn,podkarpackie,3990,2111,2065,1347,718
181305,gm. Krzywcza,podkarpackie,3972,1935,1918,1511,407
181306,gm. Medyka,podkarpackie,5263,2745,2722,1943,779
181307,gm. Orły,podkarpackie,6863,3645,3614,2652,962
181308,gm. Przemyśl,podkarpackie,8119,4421,4379,2973,1406
181309,gm. Stubno,podkarpackie,3199,1405,1392,908,484
181310,gm. Żurawica,podkarpackie,10340,5663,5596,3967,1629
181401,m. Przeworsk,podkarpackie,12756,7166,7068,4850,2218
181402,gm. Adamówka,podkarpackie,3354,1705,1689,1211,478
181403,gm. Gać,podkarpackie,3666,1988,1960,1494,466
181404,gm. Jawornik Polski,podkarpackie,3897,2038,2021,1468,553
181405,gm. Kańczuga,podkarpackie,10128,4993,4951,3339,1612
181406,gm. Przeworsk,podkarpackie,11763,6887,6796,5713,1083
181407,gm. Sieniawa,podkarpackie,5689,2929,2909,2090,819
181408,gm. Tryńcza,podkarpackie,6537,3655,3628,3144,484
181409,gm. Zarzecze,podkarpackie,5754,3223,3185,2403,782
181501,gm. Iwierzyce,podkarpackie,6010,3655,3617,2973,644
181502,gm. Ostrów,podkarpackie,5740,3060,3032,2489,543
181503,gm. Ropczyce,podkarpackie,21131,12448,12290,9795,2495
181504,gm. Sędziszów Małopolski,podkarpackie,18507,11376,11239,9320,1919
181505,gm. Wielopole Skrzyńskie,podkarpackie,6454,3694,3664,3087,577
181601,m. Dynów,podkarpackie,4999,2747,2718,1971,747
181602,gm. Błażowa,podkarpackie,8684,4990,4943,4052,891
181603,gm. Boguchwała,podkarpackie,15551,9768,9622,7200,2422
181604,gm. Chmielnik,podkarpackie,5261,3262,3220,2635,585
181605,gm. Dynów,podkarpackie,5650,2837,2807,2206,601
181606,gm. Głogów Małopolski,podkarpackie,15037,9424,9303,6931,2372
181607,gm. Hyżne,podkarpackie,5482,3572,3539,3004,535
181608,gm. Kamień,podkarpackie,5446,3103,3075,2728,347
181609,gm. Krasne,podkarpackie,8394,5389,5350,3897,1453
181610,gm. Lubenia,podkarpackie,5181,3245,3204,2631,573
181611,gm. Sokołów Małopolski,podkarpackie,13168,7890,7812,6606,1206
181612,gm. Świlcza,podkarpackie,12601,7574,7479,5662,1817
181613,gm. Trzebownisko,podkarpackie,15978,10004,9869,7510,2359
181614,gm. Tyczyn,podkarpackie,8896,5421,5366,4170,1196
181701,m. Sanok,podkarpackie,31264,16260,16044,8918,7126
181702,gm. Besko,podkarpackie,3446,1673,1644,1213,431
181703,gm. Bukowsko,podkarpackie,4274,2246,2216,1573,643
181704,gm. Komańcza,podkarpackie,4602,1789,1769,764,1005
181705,gm. Sanok,podkarpackie,13885,7287,7202,5542,1660
181706,gm. Tyrawa Wołoska,podkarpackie,1548,708,700,513,187
181707,gm. Zagórz,podkarpackie,10444,5226,5191,3585,1606
181708,gm. Zarszyn,podkarpackie,7470,3695,3650,2313,1337
181801,m. Stalowa Wola,podkarpackie,50011,27189,26799,17070,9729
181802,gm. Bojanów,podkarpackie,5835,3117,3088,2673,415
181803,gm. Pysznica,podkarpackie,8301,4171,4107,3199,908
181804,gm. Radomyśl nad Sanem,podkarpackie,5904,2906,2887,2135,752
181805,gm. Zaklików,podkarpackie,7008,3488,3450,2434,1016
181806,gm. Zaleszany,podkarpackie,8679,4591,4529,3339,1190
181901,gm. Czudec,podkarpackie,9307,5618,5535,4417,1118
181902,gm. Frysztak,podkarpackie,8427,4327,4256,3373,883
181903,gm. Niebylec,podkarpackie,8525,4992,4949,4089,860
181904,gm. Strzyżów,podkarpackie,16764,8750,8640,6251,2389
181905,gm. Wiśniowa,podkarpackie,6651,3663,3620,2913,707
182001,gm. Baranów Sandomierski,podkarpackie,9683,5201,5151,3955,1196
182002,gm. Gorzyce,podkarpackie,10675,5355,5307,3430,1877
182003,gm. Grębów,podkarpackie,7949,4109,4069,3070,999
182004,gm. Nowa Dęba,podkarpackie,15258,7708,7621,5350,2271
182101,gm. Baligród,podkarpackie,2730,1359,1340,906,434
182102,gm. Cisna,podkarpackie,1606,909,887,444,443
182103,gm. Lesko,podkarpackie,9463,4748,4715,3088,1627
182104,gm. Olszanica,podkarpackie,4489,2184,2156,1412,744
182105,gm. Solina,podkarpackie,5151,2981,2948,1993,955
186101,m. Krosno,podkarpackie,38029,21483,21235,12230,9005
186201,m. Przemyśl,podkarpackie,50948,26986,26655,14627,12028
186301,m. Rzeszów,podkarpackie,143217,88269,87004,49203,37801
186401,m. Tarnobrzeg,podkarpackie,38466,20815,20482,10794,9688
200101,m. Augustów,podlaskie,24015,12463,12319,6642,5677
200102,gm. Augustów,podlaskie,5380,2497,2463,1607,856
200103,gm. Bargłów Kościelny,podlaskie,4549,1828,1807,1202,605
200104,gm. Lipsk,podlaskie,4495,1956,1937,1256,681
200105,gm. Nowinka,podlaskie,2435,1308,1292,796,496
200106,gm. Płaska,podlaskie,2211,1124,1117,605,512
200107,gm. Sztabin,podlaskie,4328,1945,1914,1142,772
200201,gm. Choroszcz,podlaskie,12143,6770,6647,4253,2394
200202,gm. Czarna Białostocka,podlaskie,9122,4662,4574,2714,1860
200203,gm. Dobrzyniewo Duże,podlaskie,6960,3700,3652,2281,1371
200204,gm. Gródek,podlaskie,4628,2083,2043,527,1516
200205,gm. Juchnowiec Kościelny,podlaskie,11898,7120,6992,4516,2476
200206,gm. Łapy,podlaskie,17886,10211,10063,7437,2626
200207,gm. Michałowo,podlaskie,5821,2518,2472,1046,1426
200208,gm. Poświętne,podlaskie,2923,1651,1627,1308,319
200209,gm. Supraśl,podlaskie,11489,7449,7223,3324,3899
200210,gm. Suraż,podlaskie,1615,963,952,730,222
200211,gm. Turośń Kościelna,podlaskie,4710,2902,2821,1928,893
200212,gm. Tykocin,podlaskie,5205,2691,2645,2137,508
200213,gm. Wasilków,podlaskie,11605,6437,6348,3570,2778
200214,gm. Zabłudów,podlaskie,7252,3678,3632,2150,1482
200215,gm. Zawady,podlaskie,2347,1130,1101,930,171
200301,m. Bielsk Podlaski,podlaskie,21377,10891,10778,4362,6416
200302,m. Brańsk,podlaskie,3104,1872,1850,1497,353
200303,gm. Bielsk Podlaski,podlaskie,6105,2668,2640,1052,1588
200304,gm. Boćki,podlaskie,3811,1950,1937,1288,649
200305,gm. Brańsk,podlaskie,4955,2987,2962,2611,351
200306,gm. Orla,podlaskie,2609,1174,1156,178,978
200307,gm. Rudka,podlaskie,1481,807,788,611,177
200308,gm. Wyszki,podlaskie,3774,2106,2098,1727,371
200401,m. Grajewo,podlaskie,17480,8439,8328,5097,3231
200402,gm. Grajewo,podlaskie,4642,1979,1957,1379,578
200403,gm. Radziłów,podlaskie,4055,1918,1899,1513,386
200404,gm. Rajgród,podlaskie,4423,1850,1804,1037,767
200405,gm. Szczuczyn,podlaskie,5155,2378,2353,1631,722
200406,gm. Wąsosz,podlaskie,3042,1455,1443,1107,336
200501,m. Hajnówka,podlaskie,18173,8534,8376,2589,5787
200502,gm. Białowieża,podlaskie,2040,1010,1000,325,675
200503,gm. Czeremcha,podlaskie,2907,1226,1213,418,795
200504,gm. Czyże,podlaskie,1934,811,796,133,663
200505,gm. Dubicze Cerkiewne,podlaskie,1492,630,616,166,450
200506,gm. Hajnówka,podlaskie,3456,1394,1365,337,1028
200507,gm. Kleszczele,podlaskie,2302,1086,1071,364,707
200508,gm. Narew,podlaskie,3191,1301,1279,422,857
200509,gm. Narewka,podlaskie,3330,1328,1301,309,992
200601,m. Kolno,podlaskie,8520,4082,4041,2659,1382
200602,gm. Grabowo,podlaskie,2900,1365,1349,1044,305
200603,gm. Kolno,podlaskie,6883,3450,3424,2660,764
200604,gm. Mały Płock,podlaskie,4027,1889,1863,1494,369
200605,gm. Stawiski,podlaskie,5099,2339,2321,1867,454
200606,gm. Turośl,podlaskie,3936,1955,1941,1479,462
200701,gm. Jedwabne,podlaskie,4470,2340,2317,1982,335
200702,gm. Łomża,podlaskie,8694,4788,4730,3376,1354
200703,gm. Miastkowo,podlaskie,3363,1681,1657,1401,256
200704,gm. Nowogród,podlaskie,3237,1655,1637,1163,474
200705,gm. Piątnica,podlaskie,8339,3961,3923,2920,1003
200706,gm. Przytuły,podlaskie,1764,891,883,780,103
200707,gm. Śniadowo,podlaskie,4404,2450,2431,2010,421
200708,gm. Wizna,podlaskie,3458,1723,1703,1406,297
200709,gm. Zbójna,podlaskie,3506,1597,1579,1160,419
200801,gm. Goniądz,podlaskie,4154,1862,1840,1257,583
200802,gm. Jasionówka,podlaskie,2402,1076,1064,746,318
200803,gm. Jaświły,podlaskie,4305,1824,1795,1357,438
200804,gm. Knyszyn,podlaskie,3973,1849,1820,1290,530
200805,gm. Krypno,podlaskie,3223,1456,1429,1025,404
200806,gm. Mońki,podlaskie,12810,5529,5433,3471,1962
200807,gm. Trzcianne,podlaskie,3716,1512,1494,1175,319
200901,m. Sejny,podlaskie,4524,2321,2296,981,1315
200902,gm. Giby,podlaskie,2467,1298,1283,668,615
200903,gm. Krasnopol,podlaskie,3190,1495,1481,725,756
200904,gm. Puńsk,podlaskie,3518,1426,1406,346,1060
200905,gm. Sejny,podlaskie,3477,1459,1433,707,726
201001,m. Siemiatycze,podlaskie,11918,6072,5996,3023,2973
201002,gm. Drohiczyn,podlaskie,5454,2626,2590,1864,726
201003,gm. Dziadkowice,podlaskie,2444,1195,1182,899,283
201004,gm. Grodzisk,podlaskie,3549,1906,1884,1320,564
201005,gm. Mielnik,podlaskie,2290,1158,1141,461,680
201006,gm. Milejczyce,podlaskie,1726,810,802,274,528
201007,gm. Nurzec-Stacja,podlaskie,3530,1318,1298,537,761
201008,gm. Perlejewo,podlaskie,2484,1167,1158,926,232
201009,gm. Siemiatycze,podlaskie,5074,2302,2280,1104,1176
201101,gm. Dąbrowa Białostocka,podlaskie,10052,4851,4805,3237,1568
201102,gm. Janów,podlaskie,3550,1465,1447,909,538
201103,gm. Korycin,podlaskie,2676,1206,1192,866,326
201104,gm. Krynki,podlaskie,2763,1306,1289,733,556
201105,gm. Kuźnica,podlaskie,3426,1793,1765,1238,527
201106,gm. Nowy Dwór,podlaskie,2388,1053,1044,657,387
201107,gm. Sidra,podlaskie,3020,1311,1287,855,432
201108,gm. Sokółka,podlaskie,21123,10185,10046,5853,4193
201109,gm. Suchowola,podlaskie,5845,2600,2571,1652,919
201110,gm. Szudziałowo,podlaskie,2639,1204,1186,651,535
201201,gm. Bakałarzewo,podlaskie,2578,1198,1186,643,543
201202,gm. Filipów,podlaskie,3573,1540,1519,1003,516
201203,gm. Jeleniewo,podlaskie,2527,1285,1267,843,424
201204,gm. Przerośl,podlaskie,2458,1132,1117,765,352
201205,gm. Raczki,podlaskie,4734,2376,2350,1532,818
201206,gm. Rutka-Tartak,podlaskie,1997,964,959,614,345
201207,gm. Suwałki,podlaskie,5900,2975,2940,1639,1301
201208,gm. Szypliszki,podlaskie,3247,1452,1419,735,684
201209,gm. Wiżajny,podlaskie,2001,1036,1028,621,407
201301,m. Wysokie Mazowieckie,podlaskie,7548,4399,4345,2950,1395
201302,gm. Ciechanowiec,podlaskie,7376,3633,3584,2661,923
201303,gm. Czyżew,podlaskie,5267,2902,2864,2197,667
201304,gm. Klukowo,podlaskie,3663,2160,2143,1902,241
201305,gm. Kobylin-Borzymy,podlaskie,2750,1573,1561,1453,108
201306,gm. Kulesze Kościelne,podlaskie,2543,1639,1620,1516,104
201307,gm. Nowe Piekuty,podlaskie,3182,1996,1989,1725,264
201308,gm. Sokoły,podlaskie,4761,2692,2665,2295,370
201309,gm. Szepietowo,podlaskie,5759,3296,3262,2534,728
201310,gm. Wysokie Mazowieckie,podlaskie,4277,2404,2383,2014,369
201401,m. Zambrów,podlaskie,17699,8994,8869,5734,3135
201402,gm. Kołaki Kościelne,podlaskie,1940,1226,1213,1072,141
201403,gm. Rutki,podlaskie,4823,2504,2468,1901,567
201404,gm. Szumowo,podlaskie,3930,2168,2148,1714,434
201405,gm. Zambrów,podlaskie,7755,4148,4107,3064,1043
206101,m. Białystok,podlaskie,225348,132043,129863,66932,62931
206201,m. Łomża,podlaskie,48160,25777,25459,15751,9708
206301,m. Suwałki,podlaskie,53538,27938,27578,14409,13169
220101,gm. Borzytuchom,pomorskie,2343,1198,1183,485,698
220102,gm. Bytów,pomorskie,19077,10523,10403,4428,5975
220103,gm. Czarna Dąbrówka,pomorskie,4516,2304,2282,1107,1175
220104,gm. Kołczygłowy,pomorskie,3353,1498,1431,635,796
220105,gm. Lipnica,pomorskie,4182,2365,2342,1480,862
220106,gm. Miastko,pomorskie,15771,7072,6989,2758,4231
220107,gm. Parchowo,pomorskie,2726,1729,1706,843,863
220108,gm. Studzienice,pomorskie,2804,1502,1480,715,765
220109,gm. Trzebielino,pomorskie,2941,1253,1239,441,798
220110,gm. Tuchomie,pomorskie,3203,1546,1535,679,856
220201,m. Chojnice,pomorskie,31349,17410,17176,6922,10254
220202,gm. Brusy,pomorskie,10653,6358,6304,3555,2749
220203,gm. Chojnice,pomorskie,13617,7099,7015,2994,4021
220204,gm. Czersk,pomorskie,16450,8601,8538,4343,4195
220205,gm. Konarzyny,pomorskie,1765,941,934,407,527
220301,m. Człuchów,pomorskie,11428,6066,6000,2028,3972
220302,gm. Czarne,pomorskie,8494,3892,3828,1353,2475
220303,gm. Człuchów,pomorskie,8159,3381,3336,1442,1894
220304,gm. Debrzno,pomorskie,7251,3065,3018,1032,1986
220305,gm. Koczała,pomorskie,2801,1221,1205,379,826
220306,gm. Przechlewo,pomorskie,4891,2433,2408,803,1605
220307,gm. Rzeczenica,pomorskie,2981,1316,1301,586,715
220401,m. Pruszcz Gdański,pomorskie,21466,13132,12913,4688,8225
220402,gm. Cedry Wielkie,pomorskie,5141,2424,2401,951,1450
220403,gm. Kolbudy,pomorskie,11597,7128,7020,2481,4539
220404,gm. Pruszcz Gdański,pomorskie,18833,11219,11039,4092,6947
220405,gm. Przywidz,pomorskie,4413,2269,2236,890,1346
220406,gm. Pszczółki,pomorskie,6860,3728,3681,1501,2180
220407,gm. Suchy Dąb,pomorskie,3223,1441,1410,512,898
220408,gm. Trąbki Wielkie,pomorskie,8032,3705,3662,1626,2036
220501,gm. Chmielno,pomorskie,5587,3353,3311,1789,1522
220502,gm. Kartuzy,pomorskie,24597,14706,14486,7016,7470
220503,gm. Przodkowo,pomorskie,6167,3702,3658,1925,1733
220504,gm. Sierakowice,pomorskie,13410,8601,8543,5369,3174
220505,gm. Somonino,pomorskie,7461,3909,3860,1894,1966
220506,gm. Stężyca,pomorskie,7380,4470,4431,2412,2019
220507,gm. Sulęczyno,pomorskie,4102,2468,2452,1329,1123
220508,gm. Żukowo,pomorskie,24231,14947,14721,5973,8748
220601,m. Kościerzyna,pomorskie,18282,10321,10200,4301,5899
220602,gm. Dziemiany,pomorskie,3336,1976,1968,1242,726
220603,gm. Karsin,pomorskie,4834,2776,2752,1368,1384
220604,gm. Kościerzyna,pomorskie,11490,6673,6584,3382,3202
220605,gm. Liniewo,pomorskie,3605,1946,1929,965,964
220606,gm. Lipusz,pomorskie,2775,1653,1639,982,657
220607,gm. Nowa Karczma,pomorskie,4983,2649,2617,1221,1396
220608,gm. Stara Kiszewa,pomorskie,5164,2643,2598,1345,1253
220701,m. Kwidzyn,pomorskie,30048,15718,15464,6270,9194
220702,gm. Gardeja,pomorskie,6437,2466,2447,1195,1252
220703,gm. Kwidzyn,pomorskie,8449,3802,3743,1749,1994
220704,gm. Prabuty,pomorskie,10397,4580,4526,2113,2413
220705,gm. Ryjewo,pomorskie,4381,1898,1876,673,1203
220706,gm. Sadlinki,pomorskie,4450,1958,1935,1057,878
220801,m. Lębork,pomorskie,27108,14995,14785,5717,9068
220802,m. Łeba,pomorskie,3735,2193,2173,760,1413
220803,gm. Cewice,pomorskie,5307,2718,2665,1095,1570
220804,gm. Nowa Wieś Lęborska,pomorskie,10167,5234,5148,2255,2893
220805,gm. Wicko,pomorskie,4497,1882,1829,641,1188
220901,m. Malbork,pomorskie,30554,15835,15615,5676,9939
220903,gm. Lichnowy,pomorskie,3591,1555,1534,611,923
220904,gm. Malbork,pomorskie,3695,1731,1711,667,1044
220906,gm. Miłoradz,pomorskie,2707,1232,1222,495,727
220907,gm. Nowy Staw,pomorskie,5961,2544,2488,1130,1358
220908,gm. Stare Pole,pomorskie,3679,1585,1562,568,994
221001,m. Krynica Morska,pomorskie,1768,1249,1239,443,796
221002,gm. Nowy Dwór Gdański,pomorskie,14043,6415,6300,2411,3889
221003,gm. Ostaszewo,pomorskie,2514,1142,1136,485,651
221004,gm. Stegna,pomorskie,8176,3880,3819,1439,2380
221005,gm. Sztutowo,pomorskie,2988,1439,1417,481,936
221101,m. Hel,pomorskie,3148,1731,1709,509,1200
221102,m. Jastarnia,pomorskie,3951,2655,2627,1140,1487
221103,m. Puck,pomorskie,8955,5011,4948,1545,3403
221104,gm. Władysławowo,pomorskie,13066,8051,7943,2886,5057
221105,gm. Kosakowo,pomorskie,9414,6025,5915,2260,3655
221106,gm. Krokowa,pomorskie,8215,4630,4564,1978,2586
221107,gm. Puck,pomorskie,18575,10286,10122,4449,5673
221201,m. Ustka,pomorskie,14007,7814,7708,2886,4822
221202,gm. Damnica,pomorskie,4766,1986,1945,840,1105
221203,gm. Dębnica Kaszubska,pomorskie,7523,3221,3153,1208,1945
221204,gm. Główczyce,pomorskie,7204,2823,2794,1056,1738
221205,gm. Kępice,pomorskie,7199,3209,3172,1217,1955
221206,gm. Kobylnica,pomorskie,8491,3975,3915,1516,2399
221207,gm. Potęgowo,pomorskie,5461,2163,2132,819,1313
221208,gm. Słupsk,pomorskie,12411,6009,5878,2059,3819
221209,gm. Smołdzino,pomorskie,2720,1235,1227,544,683
221210,gm. Ustka,pomorskie,6471,3353,3294,1328,1966
221301,gm. Czarna Woda,pomorskie,2658,1470,1453,795,658
221302,m. Skórcz,pomorskie,2684,1528,1510,821,689
221303,m. Starogard Gdański,pomorskie,37201,19919,19677,9044,10633
221304,gm. Bobowo,pomorskie,2294,1114,1099,654,445
221305,gm. Kaliska,pomorskie,4134,2144,2118,1062,1056
221306,gm. Lubichowo,pomorskie,4970,2522,2478,1188,1290
221307,gm. Osieczna,pomorskie,2282,1278,1271,670,601
221308,gm. Osiek,pomorskie,2034,1144,1125,491,634
221309,gm. Skarszewy,pomorskie,10754,5497,5443,2702,2741
221310,gm. Skórcz,pomorskie,3532,1751,1721,1045,676
221311,gm. Smętowo Graniczne,pomorskie,4164,1975,1951,943,1008
221312,gm. Starogard Gdański,pomorskie,11667,6475,6389,3216,3173
221313,gm. Zblewo,pomorskie,8712,4388,4331,2222,2109
221401,m. Tczew,pomorskie,45886,25832,25512,10758,14754
221402,gm. Gniew,pomorskie,12258,5680,5609,2346,3263
221403,gm. Morzeszczyn,pomorskie,2836,1248,1237,588,649
221404,gm. Pelplin,pomorskie,12688,6202,6126,2769,3357
221405,gm. Subkowy,pomorskie,4117,2004,1961,907,1054
221406,gm. Tczew,pomorskie,10025,5326,5255,2314,2941
221501,m. Reda,pomorskie,17433,10603,10411,3881,6530
221502,m. Rumia,pomorskie,36177,22510,22129,8718,13411
221503,m. Wejherowo,pomorskie,37413,21758,21435,8711,12724
221504,gm. Choczewo,pomorskie,4540,2115,2084,706,1378
221505,gm. Gniewino,pomorskie,5323,2471,2433,990,1443
221506,gm. Linia,pomorskie,4511,2606,2579,1531,1048
221507,gm. Luzino,pomorskie,10666,6274,6205,3445,2760
221508,gm. Łęczyce,pomorskie,8767,4513,4450,2135,2315
221509,gm. Szemud,pomorskie,11829,7068,6971,3406,3565
221510,gm. Wejherowo,pomorskie,16925,9663,9540,4397,5143
221601,gm. Dzierzgoń,pomorskie,7405,3053,3017,1238,1779
221602,gm. Mikołajki Pomorskie,pomorskie,2848,1165,1158,595,563
221603,gm. Stary Dzierzgoń,pomorskie,3292,1226,1219,432,787
221604,gm. Stary Targ,pomorskie,5007,1932,1903,804,1099
221605,gm. Sztum,pomorskie,15281,7443,7300,2838,4462
226101,m. Gdańsk,pomorskie,358765,225387,221850,82228,139622
226201,m. Gdynia,pomorskie,191527,121668,119656,41031,78625
226301,m. Słupsk,pomorskie,73319,39502,38737,14531,24206
226401,m. Sopot,pomorskie,31280,20771,20437,6904,13533
229901,Statki Gdańsk,pomorskie,99,98,92,47,45
240101,m. Będzin,śląskie,45860,24764,24313,9371,14942
240102,m. Czeladź,śląskie,26680,14699,14449,5592,8857
240103,m. Wojkowice,śląskie,8332,4481,4404,1571,2833
240104,gm. Bobrowniki,śląskie,9714,5372,5278,2291,2987
240105,gm. Mierzęcice,śląskie,6171,3278,3224,1555,1669
240106,gm. Psary,śląskie,9638,5377,5295,2141,3154
240107,gm. Siewierz,śląskie,10123,5407,5323,2734,2589
240108,m. Sławków,śląskie,5709,3201,3158,1572,1586
240201,m. Szczyrk,śląskie,4767,2913,2891,1699,1192
240202,gm. Bestwina,śląskie,8979,5474,5412,2746,2666
240203,gm. Buczkowice,śląskie,8725,5263,5194,3002,2192
240204,gm. Czechowice-Dziedzice,śląskie,34804,21059,20769,10306,10463
240205,gm. Jasienica,śląskie,17881,11165,11006,5545,5461
240206,gm. Jaworze,śląskie,5719,3424,3389,1207,2182
240207,gm. Kozy,śląskie,9903,6180,6114,3150,2964
240208,gm. Porąbka,śląskie,12365,7488,7412,4457,2955
240209,gm. Wilamowice,śląskie,13214,8318,8199,5132,3067
240210,gm. Wilkowice,śląskie,11064,6572,6456,2990,3466
240301,m. Cieszyn,śląskie,28588,16196,15918,5860,10058
240302,m. Ustroń,śląskie,14989,9095,8974,3241,5733
240303,m. Wisła,śląskie,9365,5398,5326,832,4494
240304,gm. Brenna,śląskie,8779,4914,4838,2614,2224
240305,gm. Chybie,śląskie,7511,4390,4330,2537,1793
240306,gm. Dębowiec,śląskie,4535,2620,2586,1079,1507
240307,gm. Goleszów,śląskie,10370,5882,5800,1688,4112
240308,gm. Hażlach,śląskie,8192,4407,4339,2146,2193
240309,gm. Istebna,śląskie,9170,5471,5420,3711,1709
240310,gm. Skoczów,śląskie,20625,11624,11486,5341,6145
240311,gm. Strumień,śląskie,10069,5917,5844,3349,2495
240312,gm. Zebrzydowice,śląskie,10164,6013,5926,3392,2534
240401,gm. Blachownia,śląskie,10701,5613,5511,2430,3081
240402,gm. Dąbrowa Zielona,śląskie,3434,1690,1667,1045,622
240403,gm. Janów,śląskie,4910,2615,2576,1635,941
240404,gm. Kamienica Polska,śląskie,4609,2484,2455,1038,1417
240405,gm. Kłomnice,śląskie,11183,5735,5598,3450,2148
240406,gm. Koniecpol,śląskie,8247,4075,4011,2711,1300
