Code,Gmina,Voivodeship,registered_voters,ballots_cast,valid_votes,duda,komorowski
020101,m. Bolesławiec,dolnośląskie,31458,16537,16280,6780,9500
020102,gm. Bolesławiec,dolnośląskie,10950,5452,5386,2669,2717
020103,gm. Gromadka,dolnośląskie,4514,2245,2221,1285,936
020104,gm. Nowogrodziec,dolnośląskie,11930,5050,4975,2775,2200
020105,gm. Osiecznica,dolnośląskie,5445,2461,2426,1063,1363
020106,gm. Warta Bolesławiecka,dolnośląskie,6691,2938,2891,1478,1413
020201,m. Bielawa,dolnośląskie,25081,12200,12043,5257,6786
020202,m. Dzierżoniów,dolnośląskie,27690,14513,14335,5952,8383
020203,m. Pieszyce,dolnośląskie,7706,3564,3515,1696,1819
020204,m. Piława Górna,dolnośląskie,5255,2438,2408,1191,1217
020205,gm. Dzierżoniów,dolnośląskie,7687,3749,3699,1852,1847
020206,gm. Łagiewniki,dolnośląskie,6075,3003,2971,1659,1312
020207,gm. Niemcza,dolnośląskie,4748,2217,2197,1016,1181
020301,m. Głogów,dolnośląskie,53947,29780,29402,15134,14268
020302,gm. Głogów,dolnośląskie,5152,2878,2828,1608,1220
020303,gm. Jerzmanowa,dolnośląskie,3521,2068,2045,1150,895
020304,gm. Kotla,dolnośląskie,3375,1582,1558,900,658
020305,gm. Pęcław,dolnośląskie,1783,848,836,545,291
020306,gm. Żukowice,dolnośląskie,2784,1306,1291,716,575
020401,gm. Góra,dolnośląskie,16163,7409,7299,3494,3805
020402,gm. Jemielno,dolnośląskie,2496,982,971,535,436
020403,gm. Niechlów,dolnośląskie,3950,1646,1620,890,730
020404,gm. Wąsosz,dolnośląskie,5890,2484,2441,1248,1193
020501,m. Jawor,dolnośląskie,19405,9667,9524,4821,4703
020502,gm. Bolków,dolnośląskie,8665,3872,3820,1705,2115
020503,gm. Męcinka,dolnośląskie,3950,1897,1884,1075,809
020504,gm. Mściwojów,dolnośląskie,3279,1581,1550,747,803
020505,gm. Paszowice,dolnośląskie,3206,1504,1479,751,728
020506,gm. Wądroże Wielkie,dolnośląskie,3265,1454,1438,690,748
020601,m. Karpacz,dolnośląskie,4735,2472,2441,730,1711
020602,m. Kowary,dolnośląskie,9100,4346,4290,1518,2772
020603,m. Piechowice,dolnośląskie,5245,2656,2617,1053,1564
020604,m. Szklarska Poręba,dolnośląskie,5688,3015,2957,1046,1911
020605,gm. Janowice Wielkie,dolnośląskie,3534,1713,1692,644,1048
020606,gm. Jeżów Sudecki,dolnośląskie,5597,2932,2886,1006,1880
020607,gm. Mysłakowice,dolnośląskie,8171,3921,3860,1499,2361
020608,gm. Podgórzyn,dolnośląskie,6646,3287,3243,1055,2188
020609,gm. Stara Kamienica,dolnośląskie,4224,1925,1900,793,1107
020701,m. Kamienna Góra,dolnośląskie,16495,7982,7876,3359,4517
020702,gm. Kamienna Góra,dolnośląskie,6996,3450,3391,1598,1793
020703,gm. Lubawka,dolnośląskie,9149,4582,4503,1888,2615
020704,gm. Marciszów,dolnośląskie,3732,1680,1660,764,896
020801,m. Duszniki-Zdrój,dolnośląskie,4272,2239,2214,863,1351
020802,m. Kłodzko,dolnośląskie,22820,11548,11406,4744,6662
020803,m. Kudowa-Zdrój,dolnośląskie,8910,4849,4789,2076,2713
020804,m. Nowa Ruda,dolnośląskie,18989,8756,8662,3513,5149
020805,m. Polanica-Zdrój,dolnośląskie,6241,3451,3419,1501,1918
020806,gm. Bystrzyca Kłodzka,dolnośląskie,15922,7786,7690,3914,3776
020807,gm. Kłodzko,dolnośląskie,13865,6426,6354,3356,2998
020808,gm. Lądek-Zdrój,dolnośląskie,7391,3679,3628,1645,1983
020809,gm. Lewin Kłodzki,dolnośląskie,1626,723,711,382,329
020810,gm. Międzylesie,dolnośląskie,6007,2710,2674,1194,1480
020811,gm. Nowa Ruda,dolnośląskie,9747,4383,4329,1910,2419
020812,gm. Radków,dolnośląskie,7525,3436,3392,1678,1714
020813,gm. Stronie Śląskie,dolnośląskie,6079,2802,2757,1074,1683
020814,gm. Szczytna,dolnośląskie,5910,2563,2526,1093,1433
020901,m. Chojnów,dolnośląskie,11078,5354,5259,2571,2688
020902,gm. Chojnów,dolnośląskie,7623,3536,3497,1955,1542
020903,gm. Krotoszyce,dolnośląskie,2534,1305,1287,777,510
020904,gm. Kunice,dolnośląskie,4934,2789,2731,1292,1439
020905,gm. Legnickie Pole,dolnośląskie,3752,2019,1989,1073,916
020906,gm. Miłkowice,dolnośląskie,5131,2793,2759,1357,1402
020907,gm. Prochowice,dolnośląskie,5992,2883,2848,1443,1405
020908,gm. Ruja,dolnośląskie,2147,937,925,496,429
021001,m. Lubań,dolnośląskie,17865,8878,8754,3566,5188
021002,m. Świeradów-Zdrój,dolnośląskie,3799,1965,1941,807,1134
021003,gm. Leśna,dolnośląskie,8115,3732,3648,1556,2092
021004,gm. Lubań,dolnośląskie,5203,2402,2373,1079,1294
021005,gm. Olszyna,dolnośląskie,5303,2287,2258,970,1288
021006,gm. Platerówka,dolnośląskie,1302,638,630,359,271
021007,gm. Siekierczyn,dolnośląskie,4066,1966,1943,907,1036
021101,m. Lubin,dolnośląskie,58308,33135,32728,19501,13227
021102,gm. Lubin,dolnośląskie,11571,6589,6498,3946,2552
021103,gm. Rudna,dolnośląskie,6123,3271,3223,2173,1050
021104,gm. Ścinawa,dolnośląskie,8123,4275,4215,2884,1331
021201,gm. Gryfów Śląski,dolnośląskie,8116,3633,3607,1561,2046
021202,gm. Lubomierz,dolnośląskie,4872,2067,2031,906,1125
021203,gm. Lwówek Śląski,dolnośląskie,14147,6540,6476,2882,3594
021204,gm. Mirsk,dolnośląskie,7081,3093,3044,1485,1559
021205,gm. Wleń,dolnośląskie,3601,1696,1663,721,942
021301,gm. Cieszków,dolnośląskie,3746,1840,1809,977,832
021302,gm. Krośnice,dolnośląskie,6403,3176,3144,1721,1423
021303,gm. Milicz,dolnośląskie,19486,10046,9901,4741,5160
021401,m. Oleśnica,dolnośląskie,30182,16724,16449,6878,9571
021402,gm. Bierutów,dolnośląskie,8108,3814,3667,1783,1884
021403,gm. Dobroszyce,dolnośląskie,5183,2465,2425,1257,1168
021404,gm. Dziadowa Kłoda,dolnośląskie,3617,1606,1577,568,1009
021405,gm. Międzybórz,dolnośląskie,3981,1912,1888,714,1174
021406,gm. Oleśnica,dolnośląskie,9960,4666,4605,2192,2413
021407,gm. Syców,dolnośląskie,13291,6849,6750,2733,4017
021408,gm. Twardogóra,dolnośląskie,10525,5175,5110,2210,2900
021501,m. Oława,dolnośląskie,25634,14867,14658,6695,7963
021502,gm. Domaniów,dolnośląskie,4177,2087,2057,1207,850
021503,gm. Jelcz-Laskowice,dolnośląskie,18101,10018,9922,5324,4598
021504,gm. Oława,dolnośląskie,11690,6402,6329,3537,2792
021601,gm. Chocianów,dolnośląskie,10236,5707,5647,3977,1670
021602,gm. Gaworzyce,dolnośląskie,3077,1715,1689,1082,607
021603,gm. Grębocice,dolnośląskie,4177,2069,2053,1328,725
021604,gm. Polkowice,dolnośląskie,20749,11471,11335,7110,4225
021605,gm. Przemków,dolnośląskie,6949,3350,3309,1999,1310
021606,gm. Radwanice,dolnośląskie,3698,1934,1911,1157,754
021701,gm. Borów,dolnośląskie,4331,2319,2287,1389,898
021702,gm. Kondratowice,dolnośląskie,3710,1715,1688,921,767
021703,gm. Przeworno,dolnośląskie,4092,1871,1846,1066,780
021704,gm. Strzelin,dolnośląskie,18360,9630,9526,4337,5189
021705,gm. Wiązów,dolnośląskie,5939,3009,2971,1882,1089
021801,gm. Kostomłoty,dolnośląskie,5732,2720,2689,1539,1150
021802,gm. Malczyce,dolnośląskie,4766,2283,2268,1147,1121
021803,gm. Miękinia,dolnośląskie,11098,6012,5901,2717,3184
021804,gm. Środa Śląska,dolnośląskie,15692,7803,7696,3568,4128
021805,gm. Udanin,dolnośląskie,4451,2155,2116,1197,919
021901,m. Świdnica,dolnośląskie,47174,26015,25700,10111,15589
021902,m. Świebodzice,dolnośląskie,18358,9369,9237,3962,5275
021903,gm. Dobromierz,dolnośląskie,4306,2047,2019,1091,928
021904,gm. Jaworzyna Śląska,dolnośląskie,8360,3799,3747,1999,1748
021905,gm. Marcinowice,dolnośląskie,5170,2695,2661,1463,1198
021906,gm. Strzegom,dolnośląskie,21410,10614,10477,4968,5509
021907,gm. Świdnica,dolnośląskie,13362,6619,6540,2953,3587
021908,gm. Żarów,dolnośląskie,10060,4923,4854,2316,2538
022001,gm. Oborniki Śląskie,dolnośląskie,15722,9121,8991,3879,5112
022002,gm. Prusice,dolnośląskie,7484,3555,3514,1962,1552
022003,gm. Trzebnica,dolnośląskie,18491,10048,9907,4736,5171
022004,gm. Wisznia Mała,dolnośląskie,7726,4566,4494,2252,2242
022005,gm. Zawonia,dolnośląskie,4657,2179,2146,1016,1130
022006,gm. Żmigród,dolnośląskie,11862,5428,5344,2513,2831
022101,m. Boguszów-Gorce,dolnośląskie,12715,5640,5537,2106,3431
022102,m. Jedlina-Zdrój,dolnośląskie,3914,1918,1875,732,1143
022103,m. Szczawno-Zdrój,dolnośląskie,4993,2944,2896,946,1950
022104,gm. Czarny Bór,dolnośląskie,3899,2076,2035,1029,1006
022105,gm. Głuszyca,dolnośląskie,7218,3431,3380,1328,2052
022106,gm. Mieroszów,dolnośląskie,5605,2464,2432,938,1494
022107,gm. Stare Bogaczowice,dolnośląskie,3390,1706,1675,697,978
022108,gm. Walim,dolnośląskie,4658,2141,2104,917,1187
022201,gm. Brzeg Dolny,dolnośląskie,12986,6913,6794,3013,3781
022202,gm. Wińsko,dolnośląskie,6927,3235,3211,2064,1147
022203,gm. Wołów,dolnośląskie,19854,10010,9898,4645,5253
022301,gm. Czernica,dolnośląskie,10059,6478,6365,2823,3542
022302,gm. Długołęka,dolnośląskie,21310,13060,12871,6097,6774
022303,gm. Jordanów Śląski,dolnośląskie,2560,1439,1426,794,632
022304,gm. Kąty Wrocławskie,dolnośląskie,16807,9613,9483,4459,5024
022305,gm. Kobierzyce,dolnośląskie,13628,8092,7970,3285,4685
022306,gm. Mietków,dolnośląskie,3174,1650,1632,774,858
022307,gm. Sobótka,dolnośląskie,10435,5287,5210,2539,2671
022308,gm. Siechnice,dolnośląskie,14537,9137,8989,4061,4928
022309,gm. Żórawina,dolnośląskie,7904,4402,4319,1982,2337
022401,gm. Bardo,dolnośląskie,4406,2168,2137,1047,1090
022402,gm. Ciepłowody,dolnośląskie,2547,1095,1088,562,526
022403,gm. Kamieniec Ząbkowicki,dolnośląskie,6855,3319,3277,1695,1582
022404,gm. Stoszowice,dolnośląskie,4476,1977,1936,927,1009
022405,gm. Ząbkowice Śląskie,dolnośląskie,18187,9397,9282,4206,5076
022406,gm. Ziębice,dolnośląskie,14392,6545,6473,3212,3261
022407,gm. Złoty Stok,dolnośląskie,3811,1804,1775,885,890
022501,m. Zawidów,dolnośląskie,3381,1711,1673,854,819
022502,m. Zgorzelec,dolnośląskie,25722,13464,13247,6038,7209
022503,gm. Bogatynia,dolnośląskie,19182,9177,8983,4904,4079
022504,gm. Pieńsk,dolnośląskie,7305,3065,3020,1388,1632
022505,gm. Sulików,dolnośląskie,4862,2387,2366,1448,918
022506,gm. Węgliniec,dolnośląskie,6994,3205,3152,1470,1682
022507,gm. Zgorzelec,dolnośląskie,6673,3154,3101,1572,1529
022601,m. Wojcieszów,dolnośląskie,3052,1300,1282,474,808
022602,m. Złotoryja,dolnośląskie,13263,6681,6607,3036,3571
022603,gm. Pielgrzymka,dolnośląskie,3714,1659,1632,849,783
022604,gm. Świerzawa,dolnośląskie,6227,2729,2713,1184,1529
